date,value
2005-11-30,118.47
2005-12-31,118.68
2006-01-31,118.90
2006-02-28,119.11
2006-03-31,119.33
2006-04-30,119.55
2006-05-31,119.76
2006-06-30,119.98
2006-07-31,120.20
2006-08-31,120.42
2006-09-30,120.64
2006-10-31,120.85
2006-11-30,121.07
2006-12-31,121.29
2007-01-31,121.50
2007-02-28,121.71
2007-03-31,121.93
2007-04-30,122.14
2007-05-31,122.35
2007-06-30,122.56
2007-07-31,122.77
2007-08-31,122.99
2007-09-30,123.20
2007-10-31,123.41
2007-11-30,123.63
2007-12-31,123.84
2008-01-31,124.18
2008-02-29,124.51
2008-03-31,124.85
2008-04-30,125.19
2008-05-31,125.53
2008-06-30,125.87
2008-07-31,126.21
2008-08-31,126.55
2008-09-30,126.89
2008-10-31,127.24
2008-11-30,127.58
2008-12-31,127.93
2009-01-31,127.96
2009-02-28,127.99
2009-03-31,128.02
2009-04-30,128.05
2009-05-31,128.09
2009-06-30,128.12
2009-07-31,128.15
2009-08-31,128.18
2009-09-30,128.21
2009-10-31,128.25
2009-11-30,128.28
2009-12-31,128.31
2010-01-31,128.48
2010-02-28,128.65
2010-03-31,128.82
2010-04-30,128.99
2010-05-31,129.16
2010-06-30,129.33
2010-07-31,129.50
2010-08-31,129.68
2010-09-30,129.85
2010-10-31,130.02
2010-11-30,130.19
2010-12-31,130.36
2011-01-31,130.65
2011-02-28,130.94
2011-03-31,131.24
2011-04-30,131.53
2011-05-31,131.82
2011-06-30,132.11
2011-07-31,132.41
2011-08-31,132.70
2011-09-30,132.99
2011-10-31,133.29
2011-11-30,133.59
2011-12-31,133.88
2012-01-31,134.16
2012-02-29,134.44
2012-03-31,134.71
2012-04-30,134.99
2012-05-31,135.27
2012-06-30,135.55
2012-07-31,135.83
2012-08-31,136.11
2012-09-30,136.39
2012-10-31,136.67
2012-11-30,136.95
2012-12-31,137.23
2013-01-31,137.38
2013-02-28,137.53
2013-03-31,137.67
2013-04-30,137.82
2013-05-31,137.97
2013-06-30,138.12
2013-07-31,138.27
2013-08-31,138.42
2013-09-30,138.57
2013-10-31,138.72
2013-11-30,138.87
2013-12-31,139.01
2014-01-31,139.06
2014-02-28,139.11
2014-03-31,139.15
2014-04-30,139.20
2014-05-31,139.25
2014-06-30,139.29
2014-07-31,139.34
2014-08-31,139.39
2014-09-30,139.43
2014-10-31,139.48
2014-11-30,139.52
2014-12-31,139.57
2015-01-31,139.57
2015-02-28,139.57
2015-03-31,139.57
2015-04-30,139.57
2015-05-31,139.57
2015-06-30,139.57
2015-07-31,139.57
2015-08-31,139.57
2015-09-30,139.57
2015-10-31,139.57
2015-11-30,139.57
2015-12-31,139.57
2016-01-31,139.59
2016-02-29,139.62
2016-03-31,139.64
2016-04-30,139.66
2016-05-31,139.69
2016-06-30,139.71
2016-07-31,139.73
2016-08-31,139.76
2016-09-30,139.78
2016-10-31,139.80
2016-11-30,139.83
2016-12-31,139.85
2017-01-31,140.02
2017-02-28,140.20
2017-03-31,140.37
2017-04-30,140.55
2017-05-31,140.72
2017-06-30,140.89
2017-07-31,141.07
2017-08-31,141.25
2017-09-30,141.42
2017-10-31,141.60
2017-11-30,141.77
2017-12-31,141.95
2018-01-31,142.16
2018-02-28,142.37
2018-03-31,142.58
2018-04-30,142.79
2018-05-31,143.01
2018-06-30,143.22
2018-07-31,143.43
2018-08-31,143.65
2018-09-30,143.86
2018-10-31,144.07
2018-11-30,144.29
2018-12-31,144.50
2019-01-31,144.65
2019-02-28,144.79
2019-03-31,144.93
2019-04-30,145.08
2019-05-31,145.22
2019-06-30,145.37
2019-07-31,145.51
2019-08-31,145.66
2019-09-30,145.80
2019-10-31,145.95
2019-11-30,146.09
2019-12-31,146.24
2020-01-31,146.27
2020-02-29,146.31
2020-03-31,146.35
2020-04-30,146.38
2020-05-31,146.42
2020-06-30,146.46
2020-07-31,146.49
2020-08-31,146.53
2020-09-30,146.57
2020-10-31,146.60
2020-11-30,146.64
2020-12-31,146.68
2021-01-31,146.99
2021-02-28,147.30
2021-03-31,147.62
2021-04-30,147.94
2021-05-31,148.25
2021-06-30,148.57
2021-07-31,148.89
2021-08-31,149.21
2021-09-30,149.53
2021-10-31,149.85
2021-11-30,150.17
2021-12-31,150.49
2022-01-31,151.50
2022-02-28,152.53
2022-03-31,153.55
2022-04-30,154.59
2022-05-31,155.63
2022-06-30,156.68
2022-07-31,157.74
2022-08-31,158.80
2022-09-30,159.87
2022-10-31,160.95
2022-11-30,162.04
2022-12-31,163.13
2023-01-31,163.85
2023-02-28,164.57
2023-03-31,165.29
2023-04-30,166.02
2023-05-31,166.74
2023-06-30,167.48
2023-07-31,168.21
2023-08-31,168.95
2023-09-30,169.69
2023-10-31,170.44
2023-11-30,171.19
2023-12-31,171.94
2024-01-31,172.28
2024-02-29,172.62
2024-03-31,172.96
2024-04-30,173.30
2024-05-31,173.65
2024-06-30,173.99
2024-07-31,174.33
2024-08-31,174.68
2024-09-30,175.02
2024-10-31,175.37
2024-11-30,175.72
2024-12-31,176.07
2025-01-31,176.39
2025-02-28,176.71
2025-03-31,177.03
2025-04-30,177.35
2025-05-31,177.67
2025-06-30,177.99
2025-07-31,178.32
2025-08-31,178.64
2025-09-30,178.96
2025-10-31,179.29
2025-11-30,179.61
2025-12-31,179.94
2026-01-31,180.24
2026-02-28,180.53
2026-03-31,180.83
2026-04-30,181.13
