date,value
2015-06-30,223.71
2015-07-31,223.97
2015-08-31,224.23
2015-09-30,224.49
2015-10-31,224.75
2015-11-30,225.01
2015-12-31,225.27
2016-01-31,225.64
2016-02-29,226.01
2016-03-31,226.39
2016-04-30,226.76
2016-05-31,227.14
2016-06-30,227.51
2016-07-31,227.89
2016-08-31,228.26
2016-09-30,228.64
2016-10-31,229.02
2016-11-30,229.40
2016-12-31,229.78
2017-01-31,230.08
2017-02-28,230.38
2017-03-31,230.69
2017-04-30,230.99
2017-05-31,231.30
2017-06-30,231.61
2017-07-31,231.91
2017-08-31,232.22
2017-09-30,232.53
2017-10-31,232.84
2017-11-30,233.14
2017-12-31,233.45
2018-01-31,233.86
2018-02-28,234.26
2018-03-31,234.67
2018-04-30,235.07
2018-05-31,235.48
2018-06-30,235.89
2018-07-31,236.30
2018-08-31,236.71
2018-09-30,237.12
2018-10-31,237.53
2018-11-30,237.94
2018-12-31,238.35
2019-01-31,238.92
2019-02-28,239.49
2019-03-31,240.06
2019-04-30,240.64
2019-05-31,241.21
2019-06-30,241.79
2019-07-31,242.36
2019-08-31,242.94
2019-09-30,243.52
2019-10-31,244.10
2019-11-30,244.68
2019-12-31,245.27
2020-01-31,245.77
2020-02-29,246.28
2020-03-31,246.79
2020-04-30,247.29
2020-05-31,247.80
2020-06-30,248.31
2020-07-31,248.83
2020-08-31,249.34
2020-09-30,249.85
2020-10-31,250.37
2020-11-30,250.88
2020-12-31,251.40
2021-01-31,251.59
2021-02-28,251.77
2021-03-31,251.96
2021-04-30,252.15
2021-05-31,252.34
2021-06-30,252.53
2021-07-31,252.72
2021-08-31,252.90
2021-09-30,253.09
2021-10-31,253.28
2021-11-30,253.47
2021-12-31,253.66
2022-01-31,254.08
2022-02-28,254.50
2022-03-31,254.92
2022-04-30,255.34
2022-05-31,255.76
2022-06-30,256.19
2022-07-31,256.61
2022-08-31,257.03
2022-09-30,257.46
2022-10-31,257.88
2022-11-30,258.31
2022-12-31,258.73
2023-01-31,258.78
2023-02-28,258.82
2023-03-31,258.86
2023-04-30,258.91
2023-05-31,258.95
2023-06-30,258.99
2023-07-31,259.04
2023-08-31,259.08
2023-09-30,259.12
2023-10-31,259.17
2023-11-30,259.21
2023-12-31,259.25
2024-01-31,259.36
2024-02-29,259.47
2024-03-31,259.58
2024-04-30,259.68
2024-05-31,259.79
2024-06-30,259.90
2024-07-31,260.01
2024-08-31,260.12
2024-09-30,260.22
2024-10-31,260.33
2024-11-30,260.44
2024-12-31,260.55
2025-01-31,260.72
2025-02-28,260.89
2025-03-31,261.07
2025-04-30,261.24
2025-05-31,261.41
2025-06-30,261.59
2025-07-31,261.76
2025-08-31,261.94
2025-09-30,262.11
2025-10-31,262.28
2025-11-30,262.46
2025-12-31,262.63
2026-01-31,262.85
2026-02-28,263.07
2026-03-31,263.29
2026-04-30,263.50
